date_key,full_date,year,quarter,month_number,month_name,year_month,week_of_year,day_of_month,day_name,is_weekend
20101201,2010-12-01,2010,Q4,12,December,2010-12,48,1,Wednesday,0
20101202,2010-12-02,2010,Q4,12,December,2010-12,48,2,Thursday,0
20101203,2010-12-03,2010,Q4,12,December,2010-12,48,3,Friday,0
20101204,2010-12-04,2010,Q4,12,December,2010-12,48,4,Saturday,1
20101205,2010-12-05,2010,Q4,12,December,2010-12,48,5,Sunday,1
20101206,2010-12-06,2010,Q4,12,December,2010-12,49,6,Monday,0
20101207,2010-12-07,2010,Q4,12,December,2010-12,49,7,Tuesday,0
20101208,2010-12-08,2010,Q4,12,December,2010-12,49,8,Wednesday,0
20101209,2010-12-09,2010,Q4,12,December,2010-12,49,9,Thursday,0
20101210,2010-12-10,2010,Q4,12,December,2010-12,49,10,Friday,0
20101211,2010-12-11,2010,Q4,12,December,2010-12,49,11,Saturday,1
20101212,2010-12-12,2010,Q4,12,December,2010-12,49,12,Sunday,1
20101213,2010-12-13,2010,Q4,12,December,2010-12,50,13,Monday,0
20101214,2010-12-14,2010,Q4,12,December,2010-12,50,14,Tuesday,0
20101215,2010-12-15,2010,Q4,12,December,2010-12,50,15,Wednesday,0
20101216,2010-12-16,2010,Q4,12,December,2010-12,50,16,Thursday,0
20101217,2010-12-17,2010,Q4,12,December,2010-12,50,17,Friday,0
20101218,2010-12-18,2010,Q4,12,December,2010-12,50,18,Saturday,1
20101219,2010-12-19,2010,Q4,12,December,2010-12,50,19,Sunday,1
20101220,2010-12-20,2010,Q4,12,December,2010-12,51,20,Monday,0
20101221,2010-12-21,2010,Q4,12,December,2010-12,51,21,Tuesday,0
20101222,2010-12-22,2010,Q4,12,December,2010-12,51,22,Wednesday,0
20101223,2010-12-23,2010,Q4,12,December,2010-12,51,23,Thursday,0
20101224,2010-12-24,2010,Q4,12,December,2010-12,51,24,Friday,0
20101225,2010-12-25,2010,Q4,12,December,2010-12,51,25,Saturday,1
20101226,2010-12-26,2010,Q4,12,December,2010-12,51,26,Sunday,1
20101227,2010-12-27,2010,Q4,12,December,2010-12,52,27,Monday,0
20101228,2010-12-28,2010,Q4,12,December,2010-12,52,28,Tuesday,0
20101229,2010-12-29,2010,Q4,12,December,2010-12,52,29,Wednesday,0
20101230,2010-12-30,2010,Q4,12,December,2010-12,52,30,Thursday,0
20101231,2010-12-31,2010,Q4,12,December,2010-12,52,31,Friday,0
20110101,2011-01-01,2011,Q1,1,January,2011-01,52,1,Saturday,1
20110102,2011-01-02,2011,Q1,1,January,2011-01,52,2,Sunday,1
20110103,2011-01-03,2011,Q1,1,January,2011-01,1,3,Monday,0
20110104,2011-01-04,2011,Q1,1,January,2011-01,1,4,Tuesday,0
20110105,2011-01-05,2011,Q1,1,January,2011-01,1,5,Wednesday,0
20110106,2011-01-06,2011,Q1,1,January,2011-01,1,6,Thursday,0
20110107,2011-01-07,2011,Q1,1,January,2011-01,1,7,Friday,0
20110108,2011-01-08,2011,Q1,1,January,2011-01,1,8,Saturday,1
20110109,2011-01-09,2011,Q1,1,January,2011-01,1,9,Sunday,1
20110110,2011-01-10,2011,Q1,1,January,2011-01,2,10,Monday,0
20110111,2011-01-11,2011,Q1,1,January,2011-01,2,11,Tuesday,0
20110112,2011-01-12,2011,Q1,1,January,2011-01,2,12,Wednesday,0
20110113,2011-01-13,2011,Q1,1,January,2011-01,2,13,Thursday,0
20110114,2011-01-14,2011,Q1,1,January,2011-01,2,14,Friday,0
20110115,2011-01-15,2011,Q1,1,January,2011-01,2,15,Saturday,1
20110116,2011-01-16,2011,Q1,1,January,2011-01,2,16,Sunday,1
20110117,2011-01-17,2011,Q1,1,January,2011-01,3,17,Monday,0
20110118,2011-01-18,2011,Q1,1,January,2011-01,3,18,Tuesday,0
20110119,2011-01-19,2011,Q1,1,January,2011-01,3,19,Wednesday,0
20110120,2011-01-20,2011,Q1,1,January,2011-01,3,20,Thursday,0
20110121,2011-01-21,2011,Q1,1,January,2011-01,3,21,Friday,0
20110122,2011-01-22,2011,Q1,1,January,2011-01,3,22,Saturday,1
20110123,2011-01-23,2011,Q1,1,January,2011-01,3,23,Sunday,1
20110124,2011-01-24,2011,Q1,1,January,2011-01,4,24,Monday,0
20110125,2011-01-25,2011,Q1,1,January,2011-01,4,25,Tuesday,0
20110126,2011-01-26,2011,Q1,1,January,2011-01,4,26,Wednesday,0
20110127,2011-01-27,2011,Q1,1,January,2011-01,4,27,Thursday,0
20110128,2011-01-28,2011,Q1,1,January,2011-01,4,28,Friday,0
20110129,2011-01-29,2011,Q1,1,January,2011-01,4,29,Saturday,1
20110130,2011-01-30,2011,Q1,1,January,2011-01,4,30,Sunday,1
20110131,2011-01-31,2011,Q1,1,January,2011-01,5,31,Monday,0
20110201,2011-02-01,2011,Q1,2,February,2011-02,5,1,Tuesday,0
20110202,2011-02-02,2011,Q1,2,February,2011-02,5,2,Wednesday,0
20110203,2011-02-03,2011,Q1,2,February,2011-02,5,3,Thursday,0
20110204,2011-02-04,2011,Q1,2,February,2011-02,5,4,Friday,0
20110205,2011-02-05,2011,Q1,2,February,2011-02,5,5,Saturday,1
20110206,2011-02-06,2011,Q1,2,February,2011-02,5,6,Sunday,1
20110207,2011-02-07,2011,Q1,2,February,2011-02,6,7,Monday,0
20110208,2011-02-08,2011,Q1,2,February,2011-02,6,8,Tuesday,0
20110209,2011-02-09,2011,Q1,2,February,2011-02,6,9,Wednesday,0
20110210,2011-02-10,2011,Q1,2,February,2011-02,6,10,Thursday,0
20110211,2011-02-11,2011,Q1,2,February,2011-02,6,11,Friday,0
20110212,2011-02-12,2011,Q1,2,February,2011-02,6,12,Saturday,1
20110213,2011-02-13,2011,Q1,2,February,2011-02,6,13,Sunday,1
20110214,2011-02-14,2011,Q1,2,February,2011-02,7,14,Monday,0
20110215,2011-02-15,2011,Q1,2,February,2011-02,7,15,Tuesday,0
20110216,2011-02-16,2011,Q1,2,February,2011-02,7,16,Wednesday,0
20110217,2011-02-17,2011,Q1,2,February,2011-02,7,17,Thursday,0
20110218,2011-02-18,2011,Q1,2,February,2011-02,7,18,Friday,0
20110219,2011-02-19,2011,Q1,2,February,2011-02,7,19,Saturday,1
20110220,2011-02-20,2011,Q1,2,February,2011-02,7,20,Sunday,1
20110221,2011-02-21,2011,Q1,2,February,2011-02,8,21,Monday,0
20110222,2011-02-22,2011,Q1,2,February,2011-02,8,22,Tuesday,0
20110223,2011-02-23,2011,Q1,2,February,2011-02,8,23,Wednesday,0
20110224,2011-02-24,2011,Q1,2,February,2011-02,8,24,Thursday,0
20110225,2011-02-25,2011,Q1,2,February,2011-02,8,25,Friday,0
20110226,2011-02-26,2011,Q1,2,February,2011-02,8,26,Saturday,1
20110227,2011-02-27,2011,Q1,2,February,2011-02,8,27,Sunday,1
20110228,2011-02-28,2011,Q1,2,February,2011-02,9,28,Monday,0
20110301,2011-03-01,2011,Q1,3,March,2011-03,9,1,Tuesday,0
20110302,2011-03-02,2011,Q1,3,March,2011-03,9,2,Wednesday,0
20110303,2011-03-03,2011,Q1,3,March,2011-03,9,3,Thursday,0
20110304,2011-03-04,2011,Q1,3,March,2011-03,9,4,Friday,0
20110305,2011-03-05,2011,Q1,3,March,2011-03,9,5,Saturday,1
20110306,2011-03-06,2011,Q1,3,March,2011-03,9,6,Sunday,1
20110307,2011-03-07,2011,Q1,3,March,2011-03,10,7,Monday,0
20110308,2011-03-08,2011,Q1,3,March,2011-03,10,8,Tuesday,0
20110309,2011-03-09,2011,Q1,3,March,2011-03,10,9,Wednesday,0
20110310,2011-03-10,2011,Q1,3,March,2011-03,10,10,Thursday,0
20110311,2011-03-11,2011,Q1,3,March,2011-03,10,11,Friday,0
20110312,2011-03-12,2011,Q1,3,March,2011-03,10,12,Saturday,1
20110313,2011-03-13,2011,Q1,3,March,2011-03,10,13,Sunday,1
20110314,2011-03-14,2011,Q1,3,March,2011-03,11,14,Monday,0
20110315,2011-03-15,2011,Q1,3,March,2011-03,11,15,Tuesday,0
20110316,2011-03-16,2011,Q1,3,March,2011-03,11,16,Wednesday,0
20110317,2011-03-17,2011,Q1,3,March,2011-03,11,17,Thursday,0
20110318,2011-03-18,2011,Q1,3,March,2011-03,11,18,Friday,0
20110319,2011-03-19,2011,Q1,3,March,2011-03,11,19,Saturday,1
20110320,2011-03-20,2011,Q1,3,March,2011-03,11,20,Sunday,1
20110321,2011-03-21,2011,Q1,3,March,2011-03,12,21,Monday,0
20110322,2011-03-22,2011,Q1,3,March,2011-03,12,22,Tuesday,0
20110323,2011-03-23,2011,Q1,3,March,2011-03,12,23,Wednesday,0
20110324,2011-03-24,2011,Q1,3,March,2011-03,12,24,Thursday,0
20110325,2011-03-25,2011,Q1,3,March,2011-03,12,25,Friday,0
20110326,2011-03-26,2011,Q1,3,March,2011-03,12,26,Saturday,1
20110327,2011-03-27,2011,Q1,3,March,2011-03,12,27,Sunday,1
20110328,2011-03-28,2011,Q1,3,March,2011-03,13,28,Monday,0
20110329,2011-03-29,2011,Q1,3,March,2011-03,13,29,Tuesday,0
20110330,2011-03-30,2011,Q1,3,March,2011-03,13,30,Wednesday,0
20110331,2011-03-31,2011,Q1,3,March,2011-03,13,31,Thursday,0
20110401,2011-04-01,2011,Q2,4,April,2011-04,13,1,Friday,0
20110402,2011-04-02,2011,Q2,4,April,2011-04,13,2,Saturday,1
20110403,2011-04-03,2011,Q2,4,April,2011-04,13,3,Sunday,1
20110404,2011-04-04,2011,Q2,4,April,2011-04,14,4,Monday,0
20110405,2011-04-05,2011,Q2,4,April,2011-04,14,5,Tuesday,0
20110406,2011-04-06,2011,Q2,4,April,2011-04,14,6,Wednesday,0
20110407,2011-04-07,2011,Q2,4,April,2011-04,14,7,Thursday,0
20110408,2011-04-08,2011,Q2,4,April,2011-04,14,8,Friday,0
20110409,2011-04-09,2011,Q2,4,April,2011-04,14,9,Saturday,1
20110410,2011-04-10,2011,Q2,4,April,2011-04,14,10,Sunday,1
20110411,2011-04-11,2011,Q2,4,April,2011-04,15,11,Monday,0
20110412,2011-04-12,2011,Q2,4,April,2011-04,15,12,Tuesday,0
20110413,2011-04-13,2011,Q2,4,April,2011-04,15,13,Wednesday,0
20110414,2011-04-14,2011,Q2,4,April,2011-04,15,14,Thursday,0
20110415,2011-04-15,2011,Q2,4,April,2011-04,15,15,Friday,0
20110416,2011-04-16,2011,Q2,4,April,2011-04,15,16,Saturday,1
20110417,2011-04-17,2011,Q2,4,April,2011-04,15,17,Sunday,1
20110418,2011-04-18,2011,Q2,4,April,2011-04,16,18,Monday,0
20110419,2011-04-19,2011,Q2,4,April,2011-04,16,19,Tuesday,0
20110420,2011-04-20,2011,Q2,4,April,2011-04,16,20,Wednesday,0
20110421,2011-04-21,2011,Q2,4,April,2011-04,16,21,Thursday,0
20110422,2011-04-22,2011,Q2,4,April,2011-04,16,22,Friday,0
20110423,2011-04-23,2011,Q2,4,April,2011-04,16,23,Saturday,1
20110424,2011-04-24,2011,Q2,4,April,2011-04,16,24,Sunday,1
20110425,2011-04-25,2011,Q2,4,April,2011-04,17,25,Monday,0
20110426,2011-04-26,2011,Q2,4,April,2011-04,17,26,Tuesday,0
20110427,2011-04-27,2011,Q2,4,April,2011-04,17,27,Wednesday,0
20110428,2011-04-28,2011,Q2,4,April,2011-04,17,28,Thursday,0
20110429,2011-04-29,2011,Q2,4,April,2011-04,17,29,Friday,0
20110430,2011-04-30,2011,Q2,4,April,2011-04,17,30,Saturday,1
20110501,2011-05-01,2011,Q2,5,May,2011-05,17,1,Sunday,1
20110502,2011-05-02,2011,Q2,5,May,2011-05,18,2,Monday,0
20110503,2011-05-03,2011,Q2,5,May,2011-05,18,3,Tuesday,0
20110504,2011-05-04,2011,Q2,5,May,2011-05,18,4,Wednesday,0
20110505,2011-05-05,2011,Q2,5,May,2011-05,18,5,Thursday,0
20110506,2011-05-06,2011,Q2,5,May,2011-05,18,6,Friday,0
20110507,2011-05-07,2011,Q2,5,May,2011-05,18,7,Saturday,1
20110508,2011-05-08,2011,Q2,5,May,2011-05,18,8,Sunday,1
20110509,2011-05-09,2011,Q2,5,May,2011-05,19,9,Monday,0
20110510,2011-05-10,2011,Q2,5,May,2011-05,19,10,Tuesday,0
20110511,2011-05-11,2011,Q2,5,May,2011-05,19,11,Wednesday,0
20110512,2011-05-12,2011,Q2,5,May,2011-05,19,12,Thursday,0
20110513,2011-05-13,2011,Q2,5,May,2011-05,19,13,Friday,0
20110514,2011-05-14,2011,Q2,5,May,2011-05,19,14,Saturday,1
20110515,2011-05-15,2011,Q2,5,May,2011-05,19,15,Sunday,1
20110516,2011-05-16,2011,Q2,5,May,2011-05,20,16,Monday,0
20110517,2011-05-17,2011,Q2,5,May,2011-05,20,17,Tuesday,0
20110518,2011-05-18,2011,Q2,5,May,2011-05,20,18,Wednesday,0
20110519,2011-05-19,2011,Q2,5,May,2011-05,20,19,Thursday,0
20110520,2011-05-20,2011,Q2,5,May,2011-05,20,20,Friday,0
20110521,2011-05-21,2011,Q2,5,May,2011-05,20,21,Saturday,1
20110522,2011-05-22,2011,Q2,5,May,2011-05,20,22,Sunday,1
20110523,2011-05-23,2011,Q2,5,May,2011-05,21,23,Monday,0
20110524,2011-05-24,2011,Q2,5,May,2011-05,21,24,Tuesday,0
20110525,2011-05-25,2011,Q2,5,May,2011-05,21,25,Wednesday,0
20110526,2011-05-26,2011,Q2,5,May,2011-05,21,26,Thursday,0
20110527,2011-05-27,2011,Q2,5,May,2011-05,21,27,Friday,0
20110528,2011-05-28,2011,Q2,5,May,2011-05,21,28,Saturday,1
20110529,2011-05-29,2011,Q2,5,May,2011-05,21,29,Sunday,1
20110530,2011-05-30,2011,Q2,5,May,2011-05,22,30,Monday,0
20110531,2011-05-31,2011,Q2,5,May,2011-05,22,31,Tuesday,0
20110601,2011-06-01,2011,Q2,6,June,2011-06,22,1,Wednesday,0
20110602,2011-06-02,2011,Q2,6,June,2011-06,22,2,Thursday,0
20110603,2011-06-03,2011,Q2,6,June,2011-06,22,3,Friday,0
20110604,2011-06-04,2011,Q2,6,June,2011-06,22,4,Saturday,1
20110605,2011-06-05,2011,Q2,6,June,2011-06,22,5,Sunday,1
20110606,2011-06-06,2011,Q2,6,June,2011-06,23,6,Monday,0
20110607,2011-06-07,2011,Q2,6,June,2011-06,23,7,Tuesday,0
20110608,2011-06-08,2011,Q2,6,June,2011-06,23,8,Wednesday,0
20110609,2011-06-09,2011,Q2,6,June,2011-06,23,9,Thursday,0
20110610,2011-06-10,2011,Q2,6,June,2011-06,23,10,Friday,0
20110611,2011-06-11,2011,Q2,6,June,2011-06,23,11,Saturday,1
20110612,2011-06-12,2011,Q2,6,June,2011-06,23,12,Sunday,1
20110613,2011-06-13,2011,Q2,6,June,2011-06,24,13,Monday,0
20110614,2011-06-14,2011,Q2,6,June,2011-06,24,14,Tuesday,0
20110615,2011-06-15,2011,Q2,6,June,2011-06,24,15,Wednesday,0
20110616,2011-06-16,2011,Q2,6,June,2011-06,24,16,Thursday,0
20110617,2011-06-17,2011,Q2,6,June,2011-06,24,17,Friday,0
20110618,2011-06-18,2011,Q2,6,June,2011-06,24,18,Saturday,1
20110619,2011-06-19,2011,Q2,6,June,2011-06,24,19,Sunday,1
20110620,2011-06-20,2011,Q2,6,June,2011-06,25,20,Monday,0
20110621,2011-06-21,2011,Q2,6,June,2011-06,25,21,Tuesday,0
20110622,2011-06-22,2011,Q2,6,June,2011-06,25,22,Wednesday,0
20110623,2011-06-23,2011,Q2,6,June,2011-06,25,23,Thursday,0
20110624,2011-06-24,2011,Q2,6,June,2011-06,25,24,Friday,0
20110625,2011-06-25,2011,Q2,6,June,2011-06,25,25,Saturday,1
20110626,2011-06-26,2011,Q2,6,June,2011-06,25,26,Sunday,1
20110627,2011-06-27,2011,Q2,6,June,2011-06,26,27,Monday,0
20110628,2011-06-28,2011,Q2,6,June,2011-06,26,28,Tuesday,0
20110629,2011-06-29,2011,Q2,6,June,2011-06,26,29,Wednesday,0
20110630,2011-06-30,2011,Q2,6,June,2011-06,26,30,Thursday,0
20110701,2011-07-01,2011,Q3,7,July,2011-07,26,1,Friday,0
20110702,2011-07-02,2011,Q3,7,July,2011-07,26,2,Saturday,1
20110703,2011-07-03,2011,Q3,7,July,2011-07,26,3,Sunday,1
20110704,2011-07-04,2011,Q3,7,July,2011-07,27,4,Monday,0
20110705,2011-07-05,2011,Q3,7,July,2011-07,27,5,Tuesday,0
20110706,2011-07-06,2011,Q3,7,July,2011-07,27,6,Wednesday,0
20110707,2011-07-07,2011,Q3,7,July,2011-07,27,7,Thursday,0
20110708,2011-07-08,2011,Q3,7,July,2011-07,27,8,Friday,0
20110709,2011-07-09,2011,Q3,7,July,2011-07,27,9,Saturday,1
20110710,2011-07-10,2011,Q3,7,July,2011-07,27,10,Sunday,1
20110711,2011-07-11,2011,Q3,7,July,2011-07,28,11,Monday,0
20110712,2011-07-12,2011,Q3,7,July,2011-07,28,12,Tuesday,0
20110713,2011-07-13,2011,Q3,7,July,2011-07,28,13,Wednesday,0
20110714,2011-07-14,2011,Q3,7,July,2011-07,28,14,Thursday,0
20110715,2011-07-15,2011,Q3,7,July,2011-07,28,15,Friday,0
20110716,2011-07-16,2011,Q3,7,July,2011-07,28,16,Saturday,1
20110717,2011-07-17,2011,Q3,7,July,2011-07,28,17,Sunday,1
20110718,2011-07-18,2011,Q3,7,July,2011-07,29,18,Monday,0
20110719,2011-07-19,2011,Q3,7,July,2011-07,29,19,Tuesday,0
20110720,2011-07-20,2011,Q3,7,July,2011-07,29,20,Wednesday,0
20110721,2011-07-21,2011,Q3,7,July,2011-07,29,21,Thursday,0
20110722,2011-07-22,2011,Q3,7,July,2011-07,29,22,Friday,0
20110723,2011-07-23,2011,Q3,7,July,2011-07,29,23,Saturday,1
20110724,2011-07-24,2011,Q3,7,July,2011-07,29,24,Sunday,1
20110725,2011-07-25,2011,Q3,7,July,2011-07,30,25,Monday,0
20110726,2011-07-26,2011,Q3,7,July,2011-07,30,26,Tuesday,0
20110727,2011-07-27,2011,Q3,7,July,2011-07,30,27,Wednesday,0
20110728,2011-07-28,2011,Q3,7,July,2011-07,30,28,Thursday,0
20110729,2011-07-29,2011,Q3,7,July,2011-07,30,29,Friday,0
20110730,2011-07-30,2011,Q3,7,July,2011-07,30,30,Saturday,1
20110731,2011-07-31,2011,Q3,7,July,2011-07,30,31,Sunday,1
20110801,2011-08-01,2011,Q3,8,August,2011-08,31,1,Monday,0
20110802,2011-08-02,2011,Q3,8,August,2011-08,31,2,Tuesday,0
20110803,2011-08-03,2011,Q3,8,August,2011-08,31,3,Wednesday,0
20110804,2011-08-04,2011,Q3,8,August,2011-08,31,4,Thursday,0
20110805,2011-08-05,2011,Q3,8,August,2011-08,31,5,Friday,0
20110806,2011-08-06,2011,Q3,8,August,2011-08,31,6,Saturday,1
20110807,2011-08-07,2011,Q3,8,August,2011-08,31,7,Sunday,1
20110808,2011-08-08,2011,Q3,8,August,2011-08,32,8,Monday,0
20110809,2011-08-09,2011,Q3,8,August,2011-08,32,9,Tuesday,0
20110810,2011-08-10,2011,Q3,8,August,2011-08,32,10,Wednesday,0
20110811,2011-08-11,2011,Q3,8,August,2011-08,32,11,Thursday,0
20110812,2011-08-12,2011,Q3,8,August,2011-08,32,12,Friday,0
20110813,2011-08-13,2011,Q3,8,August,2011-08,32,13,Saturday,1
20110814,2011-08-14,2011,Q3,8,August,2011-08,32,14,Sunday,1
20110815,2011-08-15,2011,Q3,8,August,2011-08,33,15,Monday,0
20110816,2011-08-16,2011,Q3,8,August,2011-08,33,16,Tuesday,0
20110817,2011-08-17,2011,Q3,8,August,2011-08,33,17,Wednesday,0
20110818,2011-08-18,2011,Q3,8,August,2011-08,33,18,Thursday,0
20110819,2011-08-19,2011,Q3,8,August,2011-08,33,19,Friday,0
20110820,2011-08-20,2011,Q3,8,August,2011-08,33,20,Saturday,1
20110821,2011-08-21,2011,Q3,8,August,2011-08,33,21,Sunday,1
20110822,2011-08-22,2011,Q3,8,August,2011-08,34,22,Monday,0
20110823,2011-08-23,2011,Q3,8,August,2011-08,34,23,Tuesday,0
20110824,2011-08-24,2011,Q3,8,August,2011-08,34,24,Wednesday,0
20110825,2011-08-25,2011,Q3,8,August,2011-08,34,25,Thursday,0
20110826,2011-08-26,2011,Q3,8,August,2011-08,34,26,Friday,0
20110827,2011-08-27,2011,Q3,8,August,2011-08,34,27,Saturday,1
20110828,2011-08-28,2011,Q3,8,August,2011-08,34,28,Sunday,1
20110829,2011-08-29,2011,Q3,8,August,2011-08,35,29,Monday,0
20110830,2011-08-30,2011,Q3,8,August,2011-08,35,30,Tuesday,0
20110831,2011-08-31,2011,Q3,8,August,2011-08,35,31,Wednesday,0
20110901,2011-09-01,2011,Q3,9,September,2011-09,35,1,Thursday,0
20110902,2011-09-02,2011,Q3,9,September,2011-09,35,2,Friday,0
20110903,2011-09-03,2011,Q3,9,September,2011-09,35,3,Saturday,1
20110904,2011-09-04,2011,Q3,9,September,2011-09,35,4,Sunday,1
20110905,2011-09-05,2011,Q3,9,September,2011-09,36,5,Monday,0
20110906,2011-09-06,2011,Q3,9,September,2011-09,36,6,Tuesday,0
20110907,2011-09-07,2011,Q3,9,September,2011-09,36,7,Wednesday,0
20110908,2011-09-08,2011,Q3,9,September,2011-09,36,8,Thursday,0
20110909,2011-09-09,2011,Q3,9,September,2011-09,36,9,Friday,0
20110910,2011-09-10,2011,Q3,9,September,2011-09,36,10,Saturday,1
20110911,2011-09-11,2011,Q3,9,September,2011-09,36,11,Sunday,1
20110912,2011-09-12,2011,Q3,9,September,2011-09,37,12,Monday,0
20110913,2011-09-13,2011,Q3,9,September,2011-09,37,13,Tuesday,0
20110914,2011-09-14,2011,Q3,9,September,2011-09,37,14,Wednesday,0
20110915,2011-09-15,2011,Q3,9,September,2011-09,37,15,Thursday,0
20110916,2011-09-16,2011,Q3,9,September,2011-09,37,16,Friday,0
20110917,2011-09-17,2011,Q3,9,September,2011-09,37,17,Saturday,1
20110918,2011-09-18,2011,Q3,9,September,2011-09,37,18,Sunday,1
20110919,2011-09-19,2011,Q3,9,September,2011-09,38,19,Monday,0
20110920,2011-09-20,2011,Q3,9,September,2011-09,38,20,Tuesday,0
20110921,2011-09-21,2011,Q3,9,September,2011-09,38,21,Wednesday,0
20110922,2011-09-22,2011,Q3,9,September,2011-09,38,22,Thursday,0
20110923,2011-09-23,2011,Q3,9,September,2011-09,38,23,Friday,0
20110924,2011-09-24,2011,Q3,9,September,2011-09,38,24,Saturday,1
20110925,2011-09-25,2011,Q3,9,September,2011-09,38,25,Sunday,1
20110926,2011-09-26,2011,Q3,9,September,2011-09,39,26,Monday,0
20110927,2011-09-27,2011,Q3,9,September,2011-09,39,27,Tuesday,0
20110928,2011-09-28,2011,Q3,9,September,2011-09,39,28,Wednesday,0
20110929,2011-09-29,2011,Q3,9,September,2011-09,39,29,Thursday,0
20110930,2011-09-30,2011,Q3,9,September,2011-09,39,30,Friday,0
20111001,2011-10-01,2011,Q4,10,October,2011-10,39,1,Saturday,1
20111002,2011-10-02,2011,Q4,10,October,2011-10,39,2,Sunday,1
20111003,2011-10-03,2011,Q4,10,October,2011-10,40,3,Monday,0
20111004,2011-10-04,2011,Q4,10,October,2011-10,40,4,Tuesday,0
20111005,2011-10-05,2011,Q4,10,October,2011-10,40,5,Wednesday,0
20111006,2011-10-06,2011,Q4,10,October,2011-10,40,6,Thursday,0
20111007,2011-10-07,2011,Q4,10,October,2011-10,40,7,Friday,0
20111008,2011-10-08,2011,Q4,10,October,2011-10,40,8,Saturday,1
20111009,2011-10-09,2011,Q4,10,October,2011-10,40,9,Sunday,1
20111010,2011-10-10,2011,Q4,10,October,2011-10,41,10,Monday,0
20111011,2011-10-11,2011,Q4,10,October,2011-10,41,11,Tuesday,0
20111012,2011-10-12,2011,Q4,10,October,2011-10,41,12,Wednesday,0
20111013,2011-10-13,2011,Q4,10,October,2011-10,41,13,Thursday,0
20111014,2011-10-14,2011,Q4,10,October,2011-10,41,14,Friday,0
20111015,2011-10-15,2011,Q4,10,October,2011-10,41,15,Saturday,1
20111016,2011-10-16,2011,Q4,10,October,2011-10,41,16,Sunday,1
20111017,2011-10-17,2011,Q4,10,October,2011-10,42,17,Monday,0
20111018,2011-10-18,2011,Q4,10,October,2011-10,42,18,Tuesday,0
20111019,2011-10-19,2011,Q4,10,October,2011-10,42,19,Wednesday,0
20111020,2011-10-20,2011,Q4,10,October,2011-10,42,20,Thursday,0
20111021,2011-10-21,2011,Q4,10,October,2011-10,42,21,Friday,0
20111022,2011-10-22,2011,Q4,10,October,2011-10,42,22,Saturday,1
20111023,2011-10-23,2011,Q4,10,October,2011-10,42,23,Sunday,1
20111024,2011-10-24,2011,Q4,10,October,2011-10,43,24,Monday,0
20111025,2011-10-25,2011,Q4,10,October,2011-10,43,25,Tuesday,0
20111026,2011-10-26,2011,Q4,10,October,2011-10,43,26,Wednesday,0
20111027,2011-10-27,2011,Q4,10,October,2011-10,43,27,Thursday,0
20111028,2011-10-28,2011,Q4,10,October,2011-10,43,28,Friday,0
20111029,2011-10-29,2011,Q4,10,October,2011-10,43,29,Saturday,1
20111030,2011-10-30,2011,Q4,10,October,2011-10,43,30,Sunday,1
20111031,2011-10-31,2011,Q4,10,October,2011-10,44,31,Monday,0
20111101,2011-11-01,2011,Q4,11,November,2011-11,44,1,Tuesday,0
20111102,2011-11-02,2011,Q4,11,November,2011-11,44,2,Wednesday,0
20111103,2011-11-03,2011,Q4,11,November,2011-11,44,3,Thursday,0
20111104,2011-11-04,2011,Q4,11,November,2011-11,44,4,Friday,0
20111105,2011-11-05,2011,Q4,11,November,2011-11,44,5,Saturday,1
20111106,2011-11-06,2011,Q4,11,November,2011-11,44,6,Sunday,1
20111107,2011-11-07,2011,Q4,11,November,2011-11,45,7,Monday,0
20111108,2011-11-08,2011,Q4,11,November,2011-11,45,8,Tuesday,0
20111109,2011-11-09,2011,Q4,11,November,2011-11,45,9,Wednesday,0
20111110,2011-11-10,2011,Q4,11,November,2011-11,45,10,Thursday,0
20111111,2011-11-11,2011,Q4,11,November,2011-11,45,11,Friday,0
20111112,2011-11-12,2011,Q4,11,November,2011-11,45,12,Saturday,1
20111113,2011-11-13,2011,Q4,11,November,2011-11,45,13,Sunday,1
20111114,2011-11-14,2011,Q4,11,November,2011-11,46,14,Monday,0
20111115,2011-11-15,2011,Q4,11,November,2011-11,46,15,Tuesday,0
20111116,2011-11-16,2011,Q4,11,November,2011-11,46,16,Wednesday,0
20111117,2011-11-17,2011,Q4,11,November,2011-11,46,17,Thursday,0
20111118,2011-11-18,2011,Q4,11,November,2011-11,46,18,Friday,0
20111119,2011-11-19,2011,Q4,11,November,2011-11,46,19,Saturday,1
20111120,2011-11-20,2011,Q4,11,November,2011-11,46,20,Sunday,1
20111121,2011-11-21,2011,Q4,11,November,2011-11,47,21,Monday,0
20111122,2011-11-22,2011,Q4,11,November,2011-11,47,22,Tuesday,0
20111123,2011-11-23,2011,Q4,11,November,2011-11,47,23,Wednesday,0
20111124,2011-11-24,2011,Q4,11,November,2011-11,47,24,Thursday,0
20111125,2011-11-25,2011,Q4,11,November,2011-11,47,25,Friday,0
20111126,2011-11-26,2011,Q4,11,November,2011-11,47,26,Saturday,1
20111127,2011-11-27,2011,Q4,11,November,2011-11,47,27,Sunday,1
20111128,2011-11-28,2011,Q4,11,November,2011-11,48,28,Monday,0
20111129,2011-11-29,2011,Q4,11,November,2011-11,48,29,Tuesday,0
20111130,2011-11-30,2011,Q4,11,November,2011-11,48,30,Wednesday,0
