order_id,customer_id,store_id,order_date,order_status,payment_method,shipping_cost,n_items
481,12471,14,2010-04-26,Completed,Unknown,0.0,26
482,12392,1,2010-04-27,Completed,Unknown,0.0,7
483,12744,31,2010-04-27,Completed,Unknown,0.0,36
484,12698,14,2010-04-28,Completed,Unknown,0.0,15
485,12695,13,2010-04-28,Completed,Unknown,0.0,10
486,12717,15,2010-04-28,Completed,Unknown,0.0,15
487,12714,13,2010-04-28,Completed,Unknown,0.0,57
488,12876,4,2010-04-28,Completed,Unknown,0.0,31
489,14912,18,2010-04-28,Completed,Unknown,0.0,18
490,13520,34,2010-04-28,Returned,Unknown,0.0,3
491,12349,18,2010-04-29,Completed,Unknown,0.0,46
492,12672,13,2010-04-29,Returned,Unknown,0.0,3
493,12758,28,2010-04-29,Returned,Unknown,0.0,4
494,12613,14,2010-04-29,Returned,Unknown,0.0,3
495,12377,34,2010-04-29,Completed,Unknown,0.0,47
496,12758,28,2010-04-29,Completed,Unknown,0.0,2
497,12708,14,2010-04-30,Completed,Unknown,0.0,18
498,12806,24,2010-04-30,Completed,Unknown,0.0,36
499,12374,2,2010-04-30,Completed,Unknown,0.0,36
500,12662,14,2010-05-02,Completed,Unknown,0.0,9
501,12765,24,2010-05-02,Completed,Unknown,0.0,3
502,12725,18,2010-05-04,Completed,Unknown,0.0,47
503,12503,32,2010-05-04,Completed,Unknown,0.0,1
504,12588,12,2010-05-04,Returned,Unknown,0.0,2
505,12647,14,2010-05-04,Returned,Unknown,0.0,1
506,12471,14,2010-05-04,Returned,Unknown,0.0,7
507,12540,32,2010-05-04,Completed,Unknown,0.0,10
508,12507,32,2010-05-04,Completed,Unknown,0.0,27
509,14936,7,2010-05-05,Completed,Unknown,0.0,30
510,14936,7,2010-05-05,Completed,Unknown,0.0,31
511,12649,14,2010-05-05,Completed,Unknown,0.0,21
512,14930,7,2010-05-05,Returned,Unknown,0.0,2
513,12876,4,2010-05-05,Returned,Unknown,0.0,1
514,14646,24,2010-05-06,Completed,Unknown,0.0,75
515,14646,24,2010-05-06,Completed,Unknown,0.0,3
516,12583,13,2010-05-06,Completed,Unknown,0.0,14
517,12567,13,2010-05-06,Completed,Unknown,0.0,16
518,12709,14,2010-05-06,Completed,Unknown,0.0,7
519,12678,13,2010-05-06,Completed,Unknown,0.0,80
520,12523,13,2010-05-06,Completed,Unknown,0.0,28
521,12388,1,2010-05-06,Completed,Unknown,0.0,26
522,12682,13,2010-05-06,Completed,Unknown,0.0,32
523,12621,14,2010-05-06,Completed,Unknown,0.0,40
524,14646,24,2010-05-06,Completed,Unknown,0.0,35
525,12681,13,2010-05-07,Completed,Unknown,0.0,25
526,12490,13,2010-05-07,Completed,Unknown,0.0,20
527,12361,4,2010-05-09,Completed,Unknown,0.0,5
528,12474,14,2010-05-10,Returned,Unknown,0.0,3
529,14277,13,2010-05-10,Completed,Unknown,0.0,15
530,12675,18,2010-05-10,Completed,Unknown,0.0,110
531,12813,24,2010-05-10,Completed,Unknown,0.0,13
532,12600,14,2010-05-11,Completed,Unknown,0.0,6
533,12599,13,2010-05-11,Completed,Unknown,0.0,26
534,12549,36,2010-05-11,Completed,Unknown,0.0,12
535,12455,8,2010-05-11,Completed,Unknown,0.0,17
536,12582,12,2010-05-11,Completed,Unknown,0.0,53
537,12482,33,2010-05-12,Completed,Unknown,0.0,2
538,12482,33,2010-05-12,Completed,Unknown,0.0,2
539,12482,33,2010-05-12,Completed,Unknown,0.0,2
540,12482,33,2010-05-12,Completed,Unknown,0.0,2
541,12482,33,2010-05-12,Completed,Unknown,0.0,2
542,12482,33,2010-05-12,Completed,Unknown,0.0,4
543,12482,33,2010-05-12,Completed,Unknown,0.0,5
544,12482,33,2010-05-12,Completed,Unknown,0.0,2
545,12482,33,2010-05-12,Completed,Unknown,0.0,5
546,12482,33,2010-05-12,Completed,Unknown,0.0,3
547,12494,13,2010-05-12,Completed,Unknown,0.0,19
548,12418,34,2010-05-12,Completed,Unknown,0.0,16
549,17508,15,2010-05-12,Completed,Unknown,0.0,23
550,12580,14,2010-05-12,Completed,Unknown,0.0,33
551,12540,32,2010-05-13,Completed,Unknown,0.0,2
552,12567,13,2010-05-13,Returned,Unknown,0.0,2
553,12683,13,2010-05-13,Completed,Unknown,0.0,32
554,12647,14,2010-05-13,Completed,Unknown,0.0,18
555,12549,36,2010-05-13,Completed,Unknown,0.0,3
556,12540,32,2010-05-13,Completed,Unknown,0.0,29
557,12481,14,2010-05-14,Returned,Unknown,0.0,2
558,12472,14,2010-05-14,Returned,Unknown,0.0,4
559,12523,13,2010-05-14,Returned,Unknown,0.0,2
560,12621,14,2010-05-14,Returned,Unknown,0.0,3
561,12806,24,2010-05-16,Completed,Unknown,0.0,28
562,12731,13,2010-05-16,Completed,Unknown,0.0,21
563,12471,14,2010-05-17,Completed,Unknown,0.0,28
564,12600,14,2010-05-18,Returned,Unknown,0.0,3
565,12662,14,2010-05-18,Completed,Unknown,0.0,12
566,13501,34,2010-05-18,Completed,Unknown,0.0,30
567,12494,13,2010-05-19,Returned,Unknown,0.0,2
568,12471,14,2010-05-19,Returned,Unknown,0.0,1
569,14442,7,2010-05-19,Completed,Unknown,0.0,29
570,12471,14,2010-05-20,Returned,Unknown,0.0,3
571,12712,14,2010-05-20,Completed,Unknown,0.0,17
572,12422,34,2010-05-20,Completed,Unknown,0.0,27
573,12431,1,2010-05-21,Completed,Unknown,0.0,10
574,14936,7,2010-05-21,Returned,Unknown,0.0,1
575,12389,1,2010-05-21,Completed,Unknown,0.0,20
576,12355,3,2010-05-21,Completed,Unknown,0.0,22
577,12675,18,2010-05-21,Returned,Unknown,0.0,1
578,14439,15,2010-05-21,Completed,Unknown,0.0,30
579,12647,14,2010-05-21,Completed,Unknown,0.0,48
580,12583,13,2010-05-21,Completed,Unknown,0.0,11
581,12668,14,2010-05-21,Completed,Unknown,0.0,26
582,12809,28,2010-05-23,Completed,Unknown,0.0,21
583,12621,14,2010-05-23,Completed,Unknown,0.0,15
584,12409,34,2010-05-23,Completed,Unknown,0.0,87
585,12773,28,2010-05-24,Completed,Unknown,0.0,6
586,12773,28,2010-05-24,Returned,Unknown,0.0,6
587,12759,24,2010-05-24,Completed,Unknown,0.0,72
588,12632,14,2010-05-24,Completed,Unknown,0.0,13
589,12431,1,2010-05-24,Completed,Unknown,0.0,1
590,12360,2,2010-05-25,Completed,Unknown,0.0,33
591,14930,7,2010-05-25,Completed,Unknown,0.0,52
592,14442,7,2010-05-25,Returned,Unknown,0.0,1
593,12802,24,2010-05-25,Completed,Unknown,0.0,49
594,12632,14,2010-05-26,Returned,Unknown,0.0,1
595,12632,14,2010-05-26,Returned,Unknown,0.0,1
596,12675,18,2010-05-26,Returned,Unknown,0.0,1
597,14938,7,2010-05-26,Completed,Unknown,0.0,40
598,12681,13,2010-05-26,Completed,Unknown,0.0,20
599,12378,34,2010-05-26,Completed,Unknown,0.0,82
600,14938,7,2010-05-26,Completed,Unknown,0.0,31
601,12656,13,2010-05-26,Completed,Unknown,0.0,51
602,13501,34,2010-05-27,Returned,Unknown,0.0,1
603,12712,14,2010-05-27,Returned,Unknown,0.0,1
604,12609,14,2010-05-27,Completed,Unknown,0.0,8
605,12643,13,2010-05-28,Returned,Unknown,0.0,2
606,12643,13,2010-05-28,Completed,Unknown,0.0,1
607,12499,14,2010-05-28,Completed,Unknown,0.0,26
608,12619,14,2010-05-28,Completed,Unknown,0.0,10
609,12709,14,2010-06-01,Returned,Unknown,0.0,7
610,12525,13,2010-06-01,Completed,Unknown,0.0,10
611,12701,14,2010-06-01,Completed,Unknown,0.0,16
612,12677,13,2010-06-02,Completed,Unknown,0.0,11
613,12437,13,2010-06-02,Completed,Unknown,0.0,6
614,12583,13,2010-06-03,Completed,Unknown,0.0,6
615,14930,7,2010-06-03,Returned,Unknown,0.0,3
616,12656,13,2010-06-03,Returned,Unknown,0.0,2
617,14646,24,2010-06-03,Completed,Unknown,0.0,56
618,14646,24,2010-06-03,Completed,Unknown,0.0,16
619,12682,13,2010-06-03,Completed,Unknown,0.0,19
620,12874,4,2010-06-03,Completed,Unknown,0.0,25
621,12424,1,2010-06-04,Returned,Unknown,0.0,1
622,12809,28,2010-06-04,Returned,Unknown,0.0,4
623,12523,13,2010-06-04,Completed,Unknown,0.0,16
624,12675,18,2010-06-04,Completed,Unknown,0.0,1
625,12701,14,2010-06-04,Completed,Unknown,0.0,29
626,12709,14,2010-06-06,Completed,Unknown,0.0,20
627,12682,13,2010-06-06,Completed,Unknown,0.0,31
628,12471,14,2010-06-07,Completed,Unknown,0.0,1
629,12471,14,2010-06-07,Returned,Unknown,0.0,1
630,12471,14,2010-06-07,Returned,Unknown,0.0,1
631,12358,2,2010-06-07,Completed,Unknown,0.0,17
632,12471,14,2010-06-07,Completed,Unknown,0.0,19
633,12471,14,2010-06-07,Completed,Unknown,0.0,5
634,13815,14,2010-06-07,Completed,Unknown,0.0,68
635,12409,34,2010-06-08,Returned,Unknown,0.0,2
636,12409,34,2010-06-08,Completed,Unknown,0.0,2
637,12647,14,2010-06-08,Completed,Unknown,0.0,1
638,12647,14,2010-06-08,Completed,Unknown,0.0,17
639,12647,14,2010-06-08,Completed,Unknown,0.0,3
640,12758,28,2010-06-09,Completed,Unknown,0.0,35
641,12599,13,2010-06-09,Completed,Unknown,0.0,4
642,12634,36,2010-06-09,Completed,Unknown,0.0,19
643,12424,1,2010-06-09,Completed,Unknown,0.0,15
644,12483,33,2010-06-09,Completed,Unknown,0.0,4
645,12726,13,2010-06-10,Completed,Unknown,0.0,6
646,12662,14,2010-06-10,Completed,Unknown,0.0,14
647,12727,13,2010-06-10,Completed,Unknown,0.0,20
648,12525,13,2010-06-10,Returned,Unknown,0.0,3
649,12682,13,2010-06-10,Returned,Unknown,0.0,3
650,12681,13,2010-06-11,Completed,Unknown,0.0,36
651,12429,10,2010-06-11,Completed,Unknown,0.0,15
652,12429,10,2010-06-11,Completed,Unknown,0.0,10
653,12557,32,2010-06-11,Completed,Unknown,0.0,3
654,12623,14,2010-06-13,Completed,Unknown,0.0,17
655,12474,14,2010-06-13,Completed,Unknown,0.0,5
656,12631,12,2010-06-13,Completed,Unknown,0.0,28
657,12637,13,2010-06-14,Completed,Unknown,0.0,37
658,12731,13,2010-06-14,Completed,Unknown,0.0,4
659,12594,18,2010-06-14,Completed,Unknown,0.0,14
660,12709,14,2010-06-15,Completed,Unknown,0.0,9
661,12472,14,2010-06-15,Completed,Unknown,0.0,93
662,12613,14,2010-06-16,Completed,Unknown,0.0,42
663,12540,32,2010-06-16,Completed,Unknown,0.0,21
664,12681,13,2010-06-17,Completed,Unknown,0.0,71
665,12417,4,2010-06-17,Completed,Unknown,0.0,15
666,13919,10,2010-06-17,Completed,Unknown,0.0,31
667,12802,24,2010-06-18,Completed,Unknown,0.0,14
668,12412,10,2010-06-18,Completed,Unknown,0.0,30
669,14646,24,2010-06-18,Completed,Unknown,0.0,35
670,12621,14,2010-06-20,Completed,Unknown,0.0,11
671,12469,35,2010-06-21,Completed,Unknown,0.0,10
672,14646,24,2010-06-22,Returned,Unknown,0.0,2
673,12359,8,2010-06-22,Completed,Unknown,0.0,20
674,12774,24,2010-06-22,Completed,Unknown,0.0,5
675,12785,28,2010-06-22,Completed,Unknown,0.0,22
676,12724,13,2010-06-22,Completed,Unknown,0.0,34
677,12810,19,2010-06-23,Completed,Unknown,0.0,22
678,12792,28,2010-06-23,Completed,Unknown,0.0,21
679,12431,1,2010-06-23,Completed,Unknown,0.0,8
680,12379,4,2010-06-23,Completed,Unknown,0.0,17
681,12412,10,2010-06-24,Returned,Unknown,0.0,1
682,12437,13,2010-06-24,Completed,Unknown,0.0,22
683,12705,14,2010-06-24,Completed,Unknown,0.0,92
684,14566,7,2010-06-24,Completed,Unknown,0.0,6
685,12779,27,2010-06-24,Completed,Unknown,0.0,25
686,12741,36,2010-06-24,Completed,Unknown,0.0,15
687,12621,14,2010-06-28,Returned,Unknown,0.0,1
688,12417,4,2010-06-28,Returned,Unknown,0.0,1
689,14646,24,2010-06-28,Returned,Unknown,0.0,1
690,12799,19,2010-06-28,Completed,Unknown,0.0,15
691,12485,33,2010-06-28,Completed,Unknown,0.0,34
692,12701,14,2010-06-28,Completed,Unknown,0.0,11
693,12527,14,2010-06-28,Completed,Unknown,0.0,13
694,12451,34,2010-06-28,Completed,Unknown,0.0,111
695,12472,14,2010-06-28,Returned,Unknown,0.0,17
696,14646,24,2010-06-28,Completed,Unknown,0.0,4
697,14646,24,2010-06-28,Completed,Unknown,0.0,71
698,12784,28,2010-06-28,Completed,Unknown,0.0,71
699,12695,13,2010-06-29,Completed,Unknown,0.0,3
700,12380,4,2010-06-29,Completed,Unknown,0.0,23
701,12529,13,2010-06-29,Completed,Unknown,0.0,21
702,12380,4,2010-06-29,Completed,Unknown,0.0,49
703,12471,14,2010-06-29,Completed,Unknown,0.0,1
704,12471,14,2010-06-29,Completed,Unknown,0.0,22
705,12567,13,2010-06-29,Completed,Unknown,0.0,9
706,12647,14,2010-06-29,Completed,Unknown,0.0,11
707,12682,13,2010-06-29,Completed,Unknown,0.0,17
708,12788,24,2010-06-29,Completed,Unknown,0.0,9
709,13813,14,2010-06-30,Completed,Unknown,0.0,24
710,17508,15,2010-06-30,Completed,Unknown,0.0,9
711,12708,14,2010-06-30,Completed,Unknown,0.0,16
712,13814,14,2010-06-30,Completed,Unknown,0.0,22
713,12714,13,2010-06-30,Completed,Unknown,0.0,38
714,12770,19,2010-06-30,Returned,Unknown,0.0,4
715,12415,1,2010-06-30,Completed,Unknown,0.0,87
716,12874,4,2010-06-30,Returned,Unknown,0.0,1
717,12431,1,2010-07-01,Returned,Unknown,0.0,1
718,12576,27,2010-07-01,Completed,Unknown,0.0,20
719,12662,14,2010-07-01,Completed,Unknown,0.0,17
720,12765,24,2010-07-01,Completed,Unknown,0.0,7
721,12468,14,2010-07-01,Completed,Unknown,0.0,28
722,12575,13,2010-07-01,Completed,Unknown,0.0,22
723,12653,17,2010-07-01,Completed,Unknown,0.0,43
724,12779,27,2010-07-02,Returned,Unknown,0.0,1
725,12409,34,2010-07-02,Completed,Unknown,0.0,1
726,12633,14,2010-07-02,Completed,Unknown,0.0,134
727,12422,34,2010-07-02,Completed,Unknown,0.0,10
728,12409,34,2010-07-02,Returned,Unknown,0.0,1
729,12477,14,2010-07-02,Completed,Unknown,0.0,88
730,12469,35,2010-07-05,Completed,Unknown,0.0,66
731,12755,19,2010-07-05,Completed,Unknown,0.0,10
732,12681,13,2010-07-05,Completed,Unknown,0.0,35
733,12500,14,2010-07-05,Completed,Unknown,0.0,5
734,12529,13,2010-07-05,Returned,Unknown,0.0,2
735,12708,14,2010-07-05,Returned,Unknown,0.0,1
736,12755,19,2010-07-05,Returned,Unknown,0.0,10
737,12583,13,2010-07-05,Returned,Unknown,0.0,1
738,12693,14,2010-07-05,Completed,Unknown,0.0,29
739,12431,1,2010-07-06,Completed,Unknown,0.0,10
740,12402,4,2010-07-06,Completed,Unknown,0.0,10
741,12730,14,2010-07-06,Completed,Unknown,0.0,46
742,12678,13,2010-07-06,Completed,Unknown,0.0,6
743,13813,14,2010-07-06,Returned,Unknown,0.0,3
744,12709,14,2010-07-06,Returned,Unknown,0.0,3
745,12403,10,2010-07-06,Completed,Unknown,0.0,3
746,12759,24,2010-07-07,Completed,Unknown,0.0,30
747,12583,13,2010-07-07,Completed,Unknown,0.0,15
748,12632,14,2010-07-07,Completed,Unknown,0.0,20
749,12782,28,2010-07-08,Completed,Unknown,0.0,15
750,12592,14,2010-07-08,Completed,Unknown,0.0,30
751,12693,14,2010-07-08,Returned,Unknown,0.0,1
752,12399,4,2010-07-08,Completed,Unknown,0.0,20
753,12592,14,2010-07-08,Completed,Unknown,0.0,30
754,12712,14,2010-07-08,Completed,Unknown,0.0,13
755,12621,14,2010-07-09,Completed,Unknown,0.0,12
756,12576,27,2010-07-09,Returned,Unknown,0.0,3
757,12472,14,2010-07-12,Completed,Unknown,0.0,32
758,16320,38,2010-07-13,Completed,Unknown,0.0,34
759,12664,12,2010-07-13,Completed,Unknown,0.0,3
760,16320,38,2010-07-14,Completed,Unknown,0.0,34
761,15332,22,2010-07-14,Completed,Unknown,0.0,78
762,12468,14,2010-07-14,Returned,Unknown,0.0,1
763,12431,1,2010-07-14,Returned,Unknown,0.0,1
764,13814,14,2010-07-14,Returned,Unknown,0.0,1
765,12490,13,2010-07-15,Completed,Unknown,0.0,24
766,12682,13,2010-07-15,Completed,Unknown,0.0,18
767,12523,13,2010-07-15,Completed,Unknown,0.0,12
768,12788,24,2010-07-15,Completed,Unknown,0.0,5
769,12789,24,2010-07-15,Completed,Unknown,0.0,1
770,12415,1,2010-07-16,Completed,Unknown,0.0,7
771,12709,14,2010-07-16,Completed,Unknown,0.0,37
772,12633,14,2010-07-16,Returned,Unknown,0.0,3
773,12625,14,2010-07-18,Completed,Unknown,0.0,58
774,12431,4,2010-07-19,Completed,Unknown,0.0,30
775,12471,14,2010-07-19,Returned,Unknown,0.0,6
776,12709,14,2010-07-19,Completed,Unknown,0.0,2
777,17404,33,2010-07-19,Completed,Unknown,0.0,11
778,14646,24,2010-07-19,Completed,Unknown,0.0,48
779,12696,12,2010-07-19,Completed,Unknown,0.0,20
780,12480,14,2010-07-20,Completed,Unknown,0.0,26
781,12755,19,2010-07-20,Completed,Unknown,0.0,11
782,12474,14,2010-07-21,Completed,Unknown,0.0,14
783,12720,14,2010-07-21,Completed,Unknown,0.0,57
784,12417,4,2010-07-21,Completed,Unknown,0.0,10
785,12523,13,2010-07-21,Returned,Unknown,0.0,3
786,14938,7,2010-07-21,Returned,Unknown,0.0,4
787,12724,13,2010-07-22,Completed,Unknown,0.0,22
788,12421,32,2010-07-22,Completed,Unknown,0.0,3
789,14646,24,2010-07-22,Completed,Unknown,0.0,10
790,12693,14,2010-07-22,Returned,Unknown,0.0,1
791,12647,14,2010-07-23,Completed,Unknown,0.0,28
792,12615,13,2010-07-23,Completed,Unknown,0.0,52
793,12755,19,2010-07-23,Completed,Unknown,0.0,11
794,12595,14,2010-07-23,Completed,Unknown,0.0,18
795,12755,19,2010-07-23,Returned,Unknown,0.0,11
796,12866,4,2010-07-25,Completed,Unknown,0.0,19
797,12788,24,2010-07-25,Completed,Unknown,0.0,2
798,12523,13,2010-07-25,Completed,Unknown,0.0,7
799,14938,7,2010-07-25,Returned,Unknown,0.0,1
800,12410,34,2010-07-25,Completed,Unknown,0.0,13
801,12451,34,2010-07-26,Returned,Unknown,0.0,2
802,12590,14,2010-07-26,Returned,Unknown,0.0,1
803,12476,14,2010-07-26,Completed,Unknown,0.0,67
804,12813,24,2010-07-26,Completed,Unknown,0.0,23
805,12709,14,2010-07-26,Completed,Unknown,0.0,1
806,12801,33,2010-07-27,Completed,Unknown,0.0,49
807,12804,24,2010-07-27,Completed,Unknown,0.0,42
808,12547,32,2010-07-27,Completed,Unknown,0.0,12
809,12637,13,2010-07-27,Completed,Unknown,0.0,53
810,12421,32,2010-07-27,Returned,Unknown,0.0,1
811,12484,32,2010-07-28,Completed,Unknown,0.0,50
812,12656,13,2010-07-28,Completed,Unknown,0.0,21
813,12731,13,2010-07-28,Completed,Unknown,0.0,15
814,12472,14,2010-07-29,Returned,Unknown,0.0,5
815,12609,14,2010-07-29,Completed,Unknown,0.0,22
816,12408,4,2010-07-29,Completed,Unknown,0.0,9
817,12525,13,2010-07-29,Completed,Unknown,0.0,17
818,12471,14,2010-07-30,Returned,Unknown,0.0,1
819,17404,33,2010-07-30,Returned,Unknown,0.0,1
820,12733,36,2010-07-30,Returned,Unknown,0.0,1
821,12733,36,2010-07-30,Completed,Unknown,0.0,24
822,12395,4,2010-08-02,Completed,Unknown,0.0,15
823,12621,14,2010-08-02,Completed,Unknown,0.0,12
824,12527,14,2010-08-02,Completed,Unknown,0.0,1
825,12770,19,2010-08-03,Returned,Unknown,0.0,1
826,12621,14,2010-08-03,Completed,Unknown,0.0,21
827,12437,13,2010-08-04,Completed,Unknown,0.0,9
828,12524,14,2010-08-04,Completed,Unknown,0.0,17
829,12765,24,2010-08-04,Completed,Unknown,0.0,19
830,12678,13,2010-08-05,Returned,Unknown,0.0,3
831,12525,13,2010-08-05,Returned,Unknown,0.0,5
832,12471,14,2010-08-05,Completed,Unknown,0.0,16
833,12633,14,2010-08-06,Completed,Unknown,0.0,35
834,12712,14,2010-08-06,Completed,Unknown,0.0,10
835,12567,13,2010-08-09,Completed,Unknown,0.0,38
836,12458,34,2010-08-09,Completed,Unknown,0.0,19
837,14277,13,2010-08-09,Completed,Unknown,0.0,30
838,12412,10,2010-08-09,Completed,Unknown,0.0,25
839,12621,14,2010-08-09,Returned,Unknown,0.0,2
840,14646,24,2010-08-10,Completed,Unknown,0.0,1
841,13501,34,2010-08-10,Completed,Unknown,0.0,32
842,14646,24,2010-08-10,Completed,Unknown,0.0,89
843,14646,24,2010-08-10,Completed,Unknown,0.0,1
844,12662,14,2010-08-11,Completed,Unknown,0.0,19
845,12600,14,2010-08-11,Completed,Unknown,0.0,5
846,12771,28,2010-08-11,Completed,Unknown,0.0,14
847,12471,14,2010-08-12,Returned,Unknown,0.0,3
848,12542,32,2010-08-12,Completed,Unknown,0.0,14
849,12676,33,2010-08-13,Completed,Unknown,0.0,17
850,12676,33,2010-08-13,Completed,Unknown,0.0,6
851,12484,32,2010-08-13,Completed,Unknown,0.0,4
852,12633,14,2010-08-13,Returned,Unknown,0.0,2
853,12583,13,2010-08-15,Completed,Unknown,0.0,9
854,12805,24,2010-08-15,Completed,Unknown,0.0,14
855,12687,33,2010-08-16,Completed,Unknown,0.0,125
856,12530,14,2010-08-16,Completed,Unknown,0.0,23
857,14646,24,2010-08-17,Completed,Unknown,0.0,68
858,12431,1,2010-08-17,Completed,Unknown,0.0,7
859,12613,14,2010-08-17,Completed,Unknown,0.0,20
860,12412,10,2010-08-17,Returned,Unknown,0.0,3
861,12474,14,2010-08-18,Completed,Unknown,0.0,33
862,12435,10,2010-08-19,Completed,Unknown,0.0,32
863,12484,32,2010-08-19,Returned,Unknown,0.0,3
864,12801,33,2010-08-19,Returned,Unknown,0.0,1
865,12647,14,2010-08-19,Completed,Unknown,0.0,23
866,17829,37,2010-08-19,Completed,Unknown,0.0,75
867,12865,2,2010-08-20,Completed,Unknown,0.0,62
868,12720,14,2010-08-20,Returned,Unknown,0.0,3
869,15702,25,2010-08-20,Completed,Unknown,0.0,29
870,14566,7,2010-08-20,Completed,Unknown,0.0,2
871,13520,34,2010-08-20,Completed,Unknown,0.0,27
872,12519,14,2010-08-20,Completed,Unknown,0.0,21
873,12433,26,2010-08-20,Completed,Unknown,0.0,8
874,14646,24,2010-08-20,Completed,Unknown,0.0,1
875,12866,4,2010-08-22,Completed,Unknown,0.0,16
876,12450,32,2010-08-22,Completed,Unknown,0.0,11
877,12471,14,2010-08-22,Completed,Unknown,0.0,18
878,12471,14,2010-08-22,Completed,Unknown,0.0,4
879,17508,15,2010-08-23,Completed,Unknown,0.0,33
880,18140,39,2010-08-23,Completed,Unknown,0.0,49
881,12678,13,2010-08-23,Completed,Unknown,0.0,22
882,12720,14,2010-08-24,Returned,Unknown,0.0,3
883,12472,14,2010-08-24,Completed,Unknown,0.0,46
884,12765,24,2010-08-24,Completed,Unknown,0.0,12
885,12720,14,2010-08-24,Completed,Unknown,0.0,3
886,12721,13,2010-08-25,Completed,Unknown,0.0,41
887,12682,13,2010-08-25,Completed,Unknown,0.0,20
888,12720,14,2010-08-25,Completed,Unknown,0.0,21
889,12599,13,2010-08-25,Completed,Unknown,0.0,8
890,13520,34,2010-08-25,Returned,Unknown,0.0,2
891,12621,14,2010-08-25,Completed,Unknown,0.0,9
892,12720,14,2010-08-26,Returned,Unknown,0.0,2
893,14930,7,2010-08-26,Completed,Unknown,0.0,48
894,12621,14,2010-08-26,Completed,Unknown,0.0,17
895,12802,24,2010-08-26,Completed,Unknown,0.0,27
896,12800,28,2010-08-26,Completed,Unknown,0.0,9
897,12779,27,2010-08-26,Completed,Unknown,0.0,22
898,15480,23,2010-08-27,Completed,Unknown,0.0,123
899,12573,13,2010-08-31,Completed,Unknown,0.0,9
900,12423,10,2010-08-31,Completed,Unknown,0.0,12
901,14646,24,2010-08-31,Returned,Unknown,0.0,5
902,12709,14,2010-08-31,Returned,Unknown,0.0,4
903,12804,24,2010-08-31,Completed,Unknown,0.0,21
904,12623,14,2010-08-31,Completed,Unknown,0.0,21
905,12540,32,2010-08-31,Completed,Unknown,0.0,26
906,12380,4,2010-08-31,Completed,Unknown,0.0,44
907,12651,13,2010-08-31,Completed,Unknown,0.0,8
908,12721,13,2010-09-01,Returned,Unknown,0.0,9
909,12621,14,2010-09-01,Returned,Unknown,0.0,1
910,12771,28,2010-09-01,Returned,Unknown,0.0,1
911,12519,14,2010-09-01,Returned,Unknown,0.0,2
912,16320,38,2010-09-01,Returned,Unknown,0.0,1
913,12720,14,2010-09-01,Returned,Unknown,0.0,6
914,12645,14,2010-09-01,Completed,Unknown,0.0,25
915,12802,24,2010-09-01,Returned,Unknown,0.0,1
916,14646,24,2010-09-01,Completed,Unknown,0.0,39
917,13815,14,2010-09-01,Completed,Unknown,0.0,29
918,14265,38,2010-09-01,Completed,Unknown,0.0,34
919,12391,8,2010-09-01,Completed,Unknown,0.0,69
920,12761,24,2010-09-01,Completed,Unknown,0.0,25
921,12414,2,2010-09-02,Returned,Unknown,0.0,7
922,12451,34,2010-09-02,Completed,Unknown,0.0,42
923,12598,13,2010-09-02,Completed,Unknown,0.0,34
924,12788,24,2010-09-02,Completed,Unknown,0.0,6
925,12414,2,2010-09-02,Completed,Unknown,0.0,7
926,12431,1,2010-09-02,Completed,Unknown,0.0,1
927,12471,14,2010-09-02,Completed,Unknown,0.0,1
928,12451,34,2010-09-02,Completed,Unknown,0.0,4
929,12589,13,2010-09-02,Completed,Unknown,0.0,42
930,14646,24,2010-09-02,Completed,Unknown,0.0,18
931,12361,4,2010-09-03,Completed,Unknown,0.0,5
932,12683,13,2010-09-03,Completed,Unknown,0.0,18
933,12681,13,2010-09-03,Completed,Unknown,0.0,25
934,12808,28,2010-09-03,Completed,Unknown,0.0,12
935,12450,32,2010-09-03,Returned,Unknown,0.0,1
936,12440,2,2010-09-03,Completed,Unknown,0.0,10
937,13809,8,2010-09-05,Completed,Unknown,0.0,9
938,12437,13,2010-09-05,Completed,Unknown,0.0,7
939,12647,14,2010-09-05,Completed,Unknown,0.0,25
940,12744,31,2010-09-06,Completed,Unknown,0.0,16
941,12510,32,2010-09-06,Completed,Unknown,0.0,40
942,12524,14,2010-09-06,Completed,Unknown,0.0,4
943,12758,28,2010-09-06,Completed,Unknown,0.0,36
944,12779,27,2010-09-06,Completed,Unknown,0.0,4
945,12490,13,2010-09-06,Completed,Unknown,0.0,23
946,12744,31,2010-09-06,Completed,Unknown,0.0,7
947,12744,31,2010-09-06,Completed,Unknown,0.0,58
948,12779,27,2010-09-06,Returned,Unknown,0.0,6
949,17404,33,2010-09-06,Completed,Unknown,0.0,10
950,14442,7,2010-09-06,Completed,Unknown,0.0,31
951,12437,13,2010-09-07,Completed,Unknown,0.0,16
952,12576,27,2010-09-07,Completed,Unknown,0.0,13
953,12605,14,2010-09-07,Completed,Unknown,0.0,13
954,14646,24,2010-09-07,Completed,Unknown,0.0,1
955,12594,18,2010-09-08,Completed,Unknown,0.0,9
956,12471,14,2010-09-08,Completed,Unknown,0.0,15
957,12575,13,2010-09-08,Completed,Unknown,0.0,14
958,12440,2,2010-09-08,Returned,Unknown,0.0,3
959,12471,14,2010-09-08,Completed,Unknown,0.0,2
960,12708,14,2010-09-09,Completed,Unknown,0.0,14
961,12683,13,2010-09-09,Completed,Unknown,0.0,15
