product_id,product_name,category_id,brand,unit_price,unit_cost,launch_date
743,GLASS ETCHED T-LIGHT HOLDER MEDIUM,6,Own Brand,2.24,1.74,2009-12-14
744,GLASS ETCHED T-LIGHT HOLDER LARGE,6,Own Brand,2.42,1.88,2010-02-23
745,RIDGED GLASS FINGER BOWL,7,Own Brand,1.67,1.37,2011-02-03
746,HANGING RIDGE GLASS T-LIGHT HOLDER,6,Own Brand,1.94,1.5,2010-01-22
747,RIDGED GLASS POSY VASE,6,Own Brand,1.67,1.29,2010-01-18
748,MILK BOTTLE WITH GLASS STOPPER,7,Own Brand,7.99,6.55,2010-09-20
749,GLASS BEURRE DISH,5,Own Brand,4.54,3.76,2009-12-06
750,GLASS CAKE STAND,8,Own Brand,17.19,13.06,2009-12-23
751,VINTAGE GLASS TEA CADDY,5,Own Brand,6.84,5.66,2010-03-22
752,VINTAGE GLASS COFFEE CADDY,5,Own Brand,6.84,5.66,2010-03-22
753,RIDGED GLASS STORAGE JAR CREAM LID,1,Own Brand,4.31,3.47,2009-12-23
754,TRIANGULAR RIDGED GLASS POSY HOLDER,6,Own Brand,0.75,0.58,2010-05-26
755,RIDGED GLASS T-LIGHT HOLDER,6,Own Brand,0.75,0.58,2010-05-26
756,GLASS CAKE COVER AND PLATE,7,Own Brand,19.49,15.98,2010-01-14
757,RED STRIPE CERAMIC DRAWER KNOB,6,Own Brand,1.44,1.12,2009-12-08
758,BLUE STRIPE CERAMIC DRAWER KNOB,6,Own Brand,1.44,1.12,2009-12-08
759,BLUE SPOT CERAMIC DRAWER KNOB,6,Own Brand,1.44,1.12,2009-12-08
760,RED SPOT CERAMIC DRAWER KNOB,6,Own Brand,1.44,1.12,2009-12-06
761,WHITE SPOT RED CERAMIC DRAWER KNOB,6,Own Brand,1.44,1.12,2009-12-06
762,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,Own Brand,1.44,1.12,2009-12-06
763,RIDGED GLASS PENDANT LAMPSHADE,6,Own Brand,19.49,15.1,2009-12-09
764,BUTTERFLIES STICKERS,9,Own Brand,0.98,0.77,2009-12-14
765,FLOWERS STICKERS,9,Own Brand,0.98,0.77,2010-03-08
766,HEARTS STICKERS,6,Own Brand,0.98,0.76,2010-05-23
767,PAISLEY PATTERN STICKERS,9,Own Brand,0.98,0.77,2010-03-08
768,SKULLS STICKERS,9,Own Brand,0.98,0.77,2010-02-03
769,WOODLAND STICKERS,9,Own Brand,0.98,0.77,2009-12-08
770,GIANT MEDINA STAMPED METAL BOWL,7,Own Brand,9.77,8.01,2009-12-02
771,LARGE MEDINA STAMPED METAL BOWL,7,Own Brand,5.69,4.67,2010-02-18
772,MEDIUM MEDINA STAMPED METAL BOWL,7,Own Brand,3.39,2.78,2010-01-22
773,SMALL MEDINA STAMPED METAL BOWL,7,Own Brand,0.98,0.8,2010-01-22
774,SILVER PLATE CANDLE BOWL LARGE,7,Own Brand,4.31,3.53,2010-07-06
775,SILVER PLATE CANDLE BOWL SMALL,7,Own Brand,3.39,2.78,2010-09-24
776,SILVER VANILLA FLOWER CANDLE POT,6,Own Brand,4.31,3.34,2010-08-31
777,SILVER CANDLEPOT JARDIN,1,Own Brand,4.31,3.47,2010-04-08
778,SILVER VANILLA FLOWER CANDLE POT,6,Own Brand,4.31,3.34,2010-07-06
779,SILVER LATTICE VANILLA CANDLE POT,6,Own Brand,4.31,3.34,2009-12-23
780,SMALL HAMMERED SILVER CANDLEPOT,6,Own Brand,3.39,2.63,2009-12-09
781,SMALL REGAL SILVER CANDLEPOT,6,Own Brand,3.39,2.63,2011-06-24
782,SMALL SILVER FLOWER CANDLE POT,6,Own Brand,3.39,2.63,2011-08-22
783,SMALL SILVER TRELLIS CANDLEPOT,6,Own Brand,3.39,2.63,2009-12-23
784,SET 5 MINI DOUGHNUT FRIDGE MAGNET,5,Own Brand,1.94,1.61,2009-12-07
785,MOCK LOBSTER FRIDGE MAGNET,5,Own Brand,0.45,0.37,2011-03-18
786,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,5,Own Brand,1.94,1.61,2009-12-15
787,BIG DOUGHNUT FRIDGE MAGNETS,5,Own Brand,0.98,0.81,2009-12-03
788,SET 5 MINI GATEAUX FRIDGE MAGNETS,5,Own Brand,1.94,1.61,2009-12-15
789,BAG 125g SWIRLY MARBLES,1,Own Brand,0.48,0.39,2010-02-09
790,BAG 250g SWIRLY MARBLES,1,Own Brand,0.98,0.79,2010-01-18
791,BAG 500g SWIRLY MARBLES,1,Own Brand,1.9,1.53,2010-09-10
792,FOLDING UMBRELLA RED/WHITE POLKADOT,10,Own Brand,5.69,4.62,2009-12-07
793,FOLDING UMBRELLA BLACKBLUE POLKADOT,10,Own Brand,5.69,4.62,2009-12-07
794,FOLDING UMBRELLA CREAM/MULTI SPOT,10,Own Brand,5.69,4.62,2010-01-08
795,FOLDING UMBRELLA CHOCOLATE POLKADOT,10,Own Brand,5.69,4.62,2010-02-08
796,FOLDING UMBRELLA PINKWHITE POLKADOT,10,Own Brand,5.69,4.62,2010-05-23
797,FOLDING UMBRELLA WHITE/RED SPOT,10,Own Brand,5.69,4.62,2010-05-23
798,CITRONELLA CANDLE FLOWERPOT,6,Own Brand,2.42,1.88,2010-07-28
799,CITRONELLA CANDLE GARDEN POT,6,Own Brand,1.44,1.12,2010-05-20
800,GIRLS VINTAGE TIN SEASIDE BUCKET,7,Own Brand,2.93,2.4,2010-01-20
801,BOYS VINTAGE TIN SEASIDE BUCKET,7,Own Brand,2.93,2.4,2010-01-20
802,EASTER TIN BUCKET,3,Own Brand,2.93,2.18,2009-12-16
803,RED METAL BEACH SPADE,5,Own Brand,1.44,1.19,2010-01-08
804,LOVELY BONBON STICKER SHEET,9,Own Brand,0.98,0.77,2009-12-13
805,CAKE SHOP STICKER SHEET,7,Own Brand,0.98,0.8,2009-12-13
806,CANDY SHOP STICKER SHEET,9,Own Brand,0.98,0.77,2010-03-03
807,SWEET PUDDING STICKER SHEET,9,Own Brand,0.98,0.77,2010-03-07
808,ALPHABET HEARTS STICKER SHEET,6,Own Brand,0.98,0.76,2010-03-09
809,PANDA AND BUNNIES STICKER SHEET,9,Own Brand,0.98,0.77,2010-03-18
810,SWEETIES STICKERS,9,Own Brand,0.98,0.77,2010-03-07
811,MULTI HEARTS STICKERS,6,Own Brand,0.98,0.76,2010-03-08
812,GLASS STAR FROSTED T-LIGHT HOLDER,6,Own Brand,5.69,4.41,2009-12-18
813,RED TOADSTOOL LED NIGHT LIGHT,6,Own Brand,1.9,1.47,2009-12-01
814,RED HANGING METAL STAR TLIGHT HLDR,6,Own Brand,4.31,3.34,2010-07-26
815,RED HANGING HEART T-LIGHT HOLDER,6,Own Brand,3.39,2.63,2009-12-01
816,SMALL MARAKESH LANTERN ON STICK,6,Own Brand,4.31,3.34,2010-01-27
817,TWO DOOR CURIO CABINET,6,Own Brand,14.66,11.36,2009-12-04
818,GOLD SCROLL GLASS T-LIGHT HOLDER,6,Own Brand,2.42,1.88,2009-12-18
819,SET 3 WICKER LOG BASKETS,1,Own Brand,22.94,18.47,2010-01-18
820,COSY SLIPPER SHOES SMALL RED,10,Own Brand,3.39,2.75,2009-12-23
821,COSY SLIPPER SHOES SMALL GREEN,10,Own Brand,3.39,2.75,2009-12-23
822,COSY SLIPPER SHOES LARGE RED,10,Own Brand,3.39,2.75,2009-12-10
823,COSY SLIPPER SHOES LARGE GREEN,10,Own Brand,3.39,2.75,2009-12-10
824,LARGE ROUND WICKER PLATTER,5,Own Brand,6.84,5.66,2010-06-30
825,STAR PORTABLE TABLE LIGHT,6,Own Brand,3.39,2.63,2009-12-04
826,SNOWFLAKE PORTABLE TABLE LIGHT,6,Own Brand,3.39,2.63,2009-12-04
827,GAOLERS KEYS DECORATIVE GARDEN,4,Own Brand,4.31,3.6,2010-05-21
828,SMALL RED RETROSPOT WINDMILL,4,Own Brand,1.44,1.2,2010-01-08
829,SMALL SKULL WINDMILL,4,Own Brand,1.44,1.2,2010-01-08
830,LARGE RED RETROSPOT WINDMILL,4,Own Brand,2.42,2.02,2010-01-08
831,LARGE SKULL WINDMILL,4,Own Brand,2.42,2.02,2010-01-08
832,GLASS CAKE STAND MIRRORED BASE,8,Own Brand,17.19,13.06,2009-12-05
833,HOME BUILDING BLOCK WORD,5,Own Brand,6.84,5.66,2009-12-02
834,LOVE BUILDING BLOCK WORD,5,Own Brand,6.84,5.66,2010-01-18
835,BATH BUILDING BLOCK WORD,2,Own Brand,6.84,5.45,2009-12-14
836,WOOD AND GLASS MEDICINE CABINET,6,Own Brand,34.44,26.69,2010-01-18
837,VINTAGE WOODEN BAR STOOL,5,Own Brand,34.44,28.5,2010-02-08
838,VINTAGE WOODEN PLATE RACK,7,Own Brand,43.06,35.31,2009-12-18
839,HANGING METAL BIRD BATH,6,Own Brand,9.14,7.08,2010-02-01
840,WALL MOUNTED VINTAGE ORGANISER,6,Own Brand,17.19,13.32,2009-12-18
841,VINTAGE POST OFFICE CABINET,6,Own Brand,91.94,71.25,2010-02-15
842,OPEN CLOSED METAL SIGN,6,Own Brand,5.69,4.41,2009-12-05
843,DECORATIVE ROSE BATHROOM BOTTLE,7,Own Brand,1.44,1.18,2011-10-06
844,DECORATIVE CATS BATHROOM BOTTLE,7,Own Brand,1.44,1.18,2010-09-21
845,DECORATIVE FLORE BATHROOM BOTTLE,7,Own Brand,1.44,1.18,2010-03-25
846,RECIPE BOX WITH METAL HEART,1,Own Brand,9.14,7.36,2010-05-10
847,MA CAMPAGNE 4 DRAWER WALL SHELF,6,Own Brand,17.19,13.32,2009-12-18
848,MA CAMPAGNE CUTLERY BOX,7,Own Brand,17.19,14.1,2010-04-13
849,SHOE SHINE BOX,1,Own Brand,11.44,9.21,2009-12-23
850,RAIN PONCHO,5,Own Brand,0.98,0.81,2009-12-10
851,POLKADOT RAIN HAT,10,Own Brand,0.48,0.39,2009-12-23
852,RAIN PONCHO RETROSPOT,5,Own Brand,0.98,0.81,2010-04-11
853,KIDS RAIN MAC BLUE,5,Own Brand,0.98,0.81,2009-12-01
854,KIDS RAIN MAC PINK,5,Own Brand,0.98,0.81,2009-12-01
855,VINTAGE SNAP CARDS,5,Own Brand,0.98,0.81,2010-02-01
856,VINTAGE HEADS AND TAILS CARD GAME,9,Own Brand,1.44,1.14,2009-12-02
857,CHRISTMAS TREE DECORATION WITH BELL,3,Own Brand,0.48,0.36,2010-10-07
858,CHRISTMAS TREE HEART DECORATION,3,Own Brand,0.48,0.36,2010-07-16
859,CHRISTMAS TREE STAR DECORATION,3,Own Brand,0.48,0.36,2010-10-07
860,WHITE CHRISTMAS TREE DECORATION,3,Own Brand,0.48,0.36,2010-08-10
861,WHITE CHRISTMAS HEART DECORATION,3,Own Brand,0.48,0.36,2009-12-07
862,WHITE CHRISTMAS STAR DECORATION,3,Own Brand,0.48,0.36,2010-08-10
863,"CHRISTMAS GARLAND STARS,TREES",3,Own Brand,4.31,3.21,2010-10-07
864,CHRISTMAS HANGING TREE WITH BELL,3,Own Brand,1.44,1.07,2010-09-27
865,CHRISTMAS HANGING STAR WITH BELL,3,Own Brand,1.44,1.07,2010-09-27
866,CHRISTMAS HANGING HEART WITH BELL,3,Own Brand,1.44,1.07,2010-09-21
867,GARLAND WITH HEARTS AND BELLS,8,Own Brand,5.69,4.32,2010-09-06
868,GARLAND WITH STARS AND BELLS,8,Own Brand,5.69,4.32,2010-09-27
869,HEART T-LIGHT HOLDER,6,Own Brand,1.67,1.29,2010-09-27
870,STAR T-LIGHT HOLDER,6,Own Brand,1.67,1.29,2010-09-27
871,CHRISTMAS TREE T-LIGHT HOLDER,3,Own Brand,1.67,1.24,2010-09-27
872,GLITTER CHRISTMAS TREE,3,Own Brand,0.72,0.54,2010-12-05
873,GLITTER CHRISTMAS HEART,3,Own Brand,0.98,0.73,2010-10-07
874,GLITTER CHRISTMAS STAR,3,Own Brand,0.98,0.73,2010-10-07
875,GLITTER HEART GARLAND WITH BELLS,8,Own Brand,4.31,3.28,2010-10-07
876,GLITTER STAR GARLAND WITH BELLS,8,Own Brand,4.31,3.28,2010-10-12
877,PAINTED METAL HEART WITH HOLLY BELL,6,Own Brand,1.67,1.29,2010-08-23
878,PAINTED METAL STAR WITH HOLLY BELLS,9,Own Brand,1.67,1.32,2010-08-23
879,PAINTED METAL TREE WITH HOLLY BELLS,9,Own Brand,1.67,1.32,2010-10-05
880,EIGHT PIECE DINOSAUR SET,5,Own Brand,1.44,1.19,2009-12-02
881,EIGHT PIECE CREEPY CRAWLIE SET,5,Own Brand,1.44,1.19,2010-07-26
882,EIGHT PIECE SNAKE SET,5,Own Brand,1.44,1.19,2010-09-22
883,DINOSAUR KEYRINGS ASSORTED,10,Own Brand,0.24,0.19,2009-12-10
884,ASSORTED CREEPY CRAWLIES,5,Own Brand,0.48,0.4,2010-03-16
885,CHOCOLATE CALCULATOR,5,Own Brand,1.9,1.57,2010-01-15
886,CAMOUFLAGE LED TORCH,5,Own Brand,1.94,1.61,2010-01-11
887,GINGHAM OVEN GLOVE RED HEART,6,Own Brand,4.31,3.34,2009-12-18
888,CROSS STITCH ALPHABET CUSHION COVER,6,Own Brand,6.84,5.3,2009-12-14
889,BABY MOUSE RED GINGHAM DRESS,5,Own Brand,4.89,4.05,2009-12-02
890,PINK HEART CANDY BUTTON CALCULATOR,6,Own Brand,2.93,2.27,2009-12-14
891,RED RETROSPOT CAKE STAND,8,Own Brand,12.59,9.57,2009-12-01
892,RED RETROSPOT MUG,7,Own Brand,3.39,2.78,2009-12-01
893,DAIRY MAID STRIPE MUG,7,Own Brand,3.39,2.78,2010-02-09
894,PINK DIAMANTE PEN IN GIFT BOX,1,Own Brand,5.69,4.58,2010-10-13
895,UNION JACK FLAG PASSPORT COVER,5,Own Brand,2.42,2.0,2010-06-22
896,PINK UNION JACK PASSPORT COVER,5,Own Brand,2.42,2.0,2010-07-05
897,UNION JACK FLAG LUGGAGE TAG,5,Own Brand,1.44,1.19,2010-04-08
898,PINK UNION JACK LUGGAGE TAG,5,Own Brand,1.44,1.19,2010-07-05
899,POTTING SHED TEA MUG,7,Own Brand,1.44,1.18,2010-06-30
900,I CAN ONLY PLEASE ONE PERSON MUG,7,Own Brand,1.44,1.18,2010-09-16
901,SAVE THE PLANET MUG,7,Own Brand,1.44,1.18,2009-12-01
902,GLAMOROUS MUG,7,Own Brand,1.44,1.18,2010-03-07
903,IF YOU CAN'T STAND THE HEAT MUG,7,Own Brand,1.44,1.18,2010-03-07
904,GIN AND TONIC MUG,7,Own Brand,1.44,1.18,2009-12-07
905,KINGS CHOICE MUG,7,Own Brand,1.44,1.18,2010-03-02
906,POTTERING MUG,7,Own Brand,1.44,1.18,2011-05-17
907,HOME SWEET HOME MUG,7,Own Brand,1.44,1.18,2009-12-01
908,PACK OF 6 SANDCASTLE FLAGS ASSORTED,5,Own Brand,0.98,0.81,2010-04-12
909,HEARTS GIFT TAPE,6,Own Brand,0.75,0.58,2010-01-26
910,RED RETROSPOT TAPE,5,Own Brand,0.75,0.62,2009-12-03
911,CUTE CATS TAPE,5,Own Brand,0.75,0.62,2010-01-31
912,SKULLS TAPE,5,Own Brand,0.75,0.62,2009-12-03
913,STARS GIFT TAPE,5,Own Brand,0.75,0.62,2009-12-03
914,CAKES AND BOWS GIFT TAPE,7,Own Brand,0.75,0.61,2009-12-03
915,BINGO SET,11,Own Brand,4.31,3.37,2009-12-03
916,WOODEN BOX OF DOMINOES,1,Own Brand,1.44,1.16,2009-12-03
917,S/6 WOODEN SKITTLES IN COTTON BAG,1,Own Brand,3.39,2.73,2009-12-01
918,TRADITIONAL WOODEN SKIPPING ROPE,11,Own Brand,1.44,1.13,2009-12-01
919,TRADITIONAL WOODEN CATCH CUP GAME,7,Own Brand,1.44,1.18,2009-12-03
920,POTTING SHED SEED ENVELOPES,7,Own Brand,1.44,1.18,2010-01-22
921,POTTING SHED SOW 'N' GROW SET,7,Own Brand,4.89,4.01,2009-12-01
922,POTTING SHED TWINE,7,Own Brand,2.42,1.98,2009-12-01
923,POTTING SHED CANDLE CITRONELLA,7,Own Brand,3.39,2.78,2010-06-30
924,POTTING SHED ROSE CANDLE,7,Own Brand,3.39,2.78,2010-06-30
925,"KEY FOB , GARAGE DESIGN",6,Own Brand,0.75,0.58,2010-05-11
926,"KEY FOB , SHED",5,Own Brand,0.75,0.62,2010-09-21
927,"KEY FOB , BACK DOOR",5,Own Brand,0.75,0.62,2010-09-21
928,"KEY FOB , FRONT DOOR",5,Own Brand,0.75,0.62,2010-05-11
929,MAN FLU METAL SIGN,6,Own Brand,2.42,1.88,2010-02-21
930,MORE BUTTER METAL SIGN,6,Own Brand,2.42,1.88,2010-11-09
931,PHARMACIE FIRST AID TIN,7,Own Brand,7.76,6.36,2010-02-15
932,I'M ON HOLIDAY METAL SIGN,6,Own Brand,2.42,1.88,2010-02-22
933,CHOCOLATE THIS WAY METAL SIGN,6,Own Brand,2.42,1.88,2009-12-07
934,WAY OUT METAL SIGN,6,Own Brand,1.9,1.47,2009-12-23
935,GARDEN METAL SIGN,6,Own Brand,1.9,1.47,2009-12-18
936,VINTAGE SNAKES & LADDERS,11,Own Brand,4.31,3.37,2009-12-03
937,VINTAGE SEASIDE JIGSAW PUZZLES,11,Own Brand,4.31,3.37,2009-12-03
938,BLUE HARMONICA IN BOX,1,Own Brand,1.44,1.16,2010-03-18
939,RED HARMONICA IN BOX,1,Own Brand,1.44,1.16,2010-03-18
940,SET 12 RETRO WHITE CHALK STICKS,9,Own Brand,0.48,0.38,2009-12-09
941,SET 12 KIDS WHITE CHALK STICKS,9,Own Brand,0.48,0.38,2010-03-12
942,SET 12 KIDS COLOUR CHALK STICKS,9,Own Brand,0.48,0.38,2009-12-14
943,UNION STRIPE WITH FRINGE HAMMOCK,10,Own Brand,9.14,7.43,2010-04-12
944,RED/CREAM STRIPE FRINGE HAMMOCK,10,Own Brand,9.14,7.43,2010-01-27
945,BLUE/CREAM STRIPE FRINGE HAMMOCK,10,Own Brand,9.14,7.43,2010-05-11
946,UNION STRIPE CUSHION COVER,6,Own Brand,1.44,1.12,2010-04-12
947,RED/CREAM STRIPE CUSHION COVER,6,Own Brand,1.44,1.12,2010-11-12
948,BLUE/CREAM STRIPE CUSHION COVER,6,Own Brand,1.44,1.12,2010-11-12
949,JUMBO BAG SCANDINAVIAN PAISLEY,1,Own Brand,2.24,1.8,2009-12-01
950,JUMBO BAG PINK VINTAGE PAISLEY,1,Own Brand,2.24,1.8,2009-12-01
951,JUMBO STORAGE BAG SKULLS,1,Own Brand,2.24,1.8,2009-12-07
952,JUMBO STORAGE BAG SUKI,1,Own Brand,2.24,1.8,2009-12-01
953,SCANDINAVIAN PAISLEY PICNIC BAG,1,Own Brand,3.39,2.73,2010-01-26
954,PINK VINTAGE PAISLEY PICNIC BAG,1,Own Brand,2.93,2.36,2010-01-26
955,SKULL SHOULDER BAG,1,Own Brand,1.9,1.53,2009-12-03
956,SUKI SHOULDER BAG,1,Own Brand,1.9,1.53,2009-12-02
957,RED RETROSPOT PICNIC BAG,1,Own Brand,3.39,2.73,2010-01-12
958,STRAWBERRY PICNIC BAG,1,Own Brand,3.39,2.73,2010-01-08
959,SKULLS DESIGN FLANNEL,6,Own Brand,0.98,0.76,2010-01-31
960,CAKES AND RABBITS DESIGN FLANNEL,7,Own Brand,0.98,0.8,2009-12-10
961,KITTENS DESIGN FLANNEL,6,Own Brand,0.98,0.76,2009-12-10
962,STRAWBERRIES DESIGN FLANNEL,6,Own Brand,0.98,0.76,2009-12-10
963,PARTY TIME DESIGN FLANNEL,8,Own Brand,0.98,0.74,2009-12-18
964,SET OF 6 HEART CHOPSTICKS,6,Own Brand,1.44,1.12,2010-04-29
965,SET OF 6 CAKE CHOPSTICKS,7,Own Brand,1.44,1.18,2011-02-16
966,SET OF 6 STRAWBERRY CHOPSTICKS,5,Own Brand,1.44,1.19,2010-01-07
967,DOORMAT UNION JACK GUNS AND ROSES,6,Own Brand,9.14,7.08,2009-12-04
968,PACK OF 12 SKULL TISSUES,2,Own Brand,0.33,0.26,2010-03-24
969,SET OF 36 DINOSAUR PAPER DOILIES,9,Own Brand,1.67,1.32,2010-01-22
970,SET OF 36 MUSHROOM PAPER DOILIES,9,Own Brand,1.67,1.32,2009-12-07
971,SET OF 36 PAISLEY FLOWER DOILIES,4,Own Brand,1.67,1.39,2009-12-20
972,PACK OF 60 DINOSAUR CAKE CASES,7,Own Brand,0.63,0.52,2009-12-20
973,PACK OF 60 MUSHROOM CAKE CASES,7,Own Brand,0.63,0.52,2009-12-01
974,PACK OF 60 PINK PAISLEY CAKE CASES,7,Own Brand,0.63,0.52,2009-12-20
975,PACK OF 12 RED RETROSPOT TISSUES,2,Own Brand,0.33,0.26,2009-12-21
976,PACK OF 12 WOODLAND TISSUES,2,Own Brand,0.33,0.26,2009-12-13
977,PACK OF 12 SUKI TISSUES,2,Own Brand,0.33,0.26,2010-04-28
978,PACK OF 12 BLUE PAISLEY TISSUES,2,Own Brand,0.33,0.26,2010-01-08
979,PACK OF 12 PINK PAISLEY TISSUES,2,Own Brand,0.33,0.26,2010-01-08
980,PACK OF 12 HEARTS DESIGN TISSUES,6,Own Brand,0.33,0.26,2009-12-18
981,PACK OF 12 PINK POLKADOT TISSUES,2,Own Brand,0.33,0.26,2010-01-07
982,PACK OF 6 SKULL PAPER CUPS,7,Own Brand,0.75,0.61,2009-12-08
983,PACK OF 6 SKULL PAPER PLATES,7,Own Brand,0.98,0.8,2009-12-08
984,PACK OF 20 SKULL PAPER NAPKINS,7,Own Brand,0.98,0.8,2009-12-08
985,MODERN FLORAL STATIONERY SET,5,Own Brand,1.44,1.19,2010-04-11
986,BOHEMIAN COLLAGE STATIONERY SET,5,Own Brand,1.44,1.19,2011-01-07
987,VINTAGE PAISLEY STATIONERY SET,5,Own Brand,1.44,1.19,2010-04-11
988,FLORAL FOLK STATIONERY SET,5,Own Brand,1.44,1.19,2009-12-14
989,BLUE FELT EASTER EGG BASKET,3,Own Brand,1.9,1.42,2010-01-12
990,EMPIRE BIRTHDAY CARD,8,Own Brand,0.48,0.36,2010-02-01
991,RAINY LADIES BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-13
992,RING OF ROSES BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-08
993,BANQUET BIRTHDAY CARD,8,Own Brand,0.48,0.36,2010-01-27
994,TEA PARTY BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-08
995,PENNY FARTHING BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-10
996,SPACEBOY BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-08
997,SWALLOWS GREETING CARD,8,Own Brand,0.48,0.36,2010-01-10
998,BOTANICAL LAVENDER BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-23
999,BOTANICAL LILY GREETING CARD,8,Own Brand,0.48,0.36,2009-12-07
1000,BOTANICAL ROSE GREETING CARD,8,Own Brand,0.48,0.36,2009-12-07
1001,ROBIN CHRISTMAS CARD,3,Own Brand,0.48,0.36,2009-12-14
1002,VINTAGE CARAVAN GREETING CARD,8,Own Brand,0.48,0.36,2010-01-08
1003,DINOSAUR BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-07
1004,ROBOT BIRTHDAY CARD,8,Own Brand,0.48,0.36,2009-12-13
1005,BOTANICAL LAVENDER GIFT WRAP,8,Own Brand,0.48,0.36,2010-02-04
1006,BOTANICAL LILY GIFT WRAP,8,Own Brand,0.48,0.36,2010-05-23
1007,BOTANICAL ROSE GIFT WRAP,8,Own Brand,0.48,0.36,2010-02-04
1008,"RECORD FRAME 7"" SINGLE SIZE",6,Own Brand,2.93,2.27,2010-01-08
1009,CHRISTMAS CARD SINGING ANGEL,3,Own Brand,0.48,0.36,2009-12-14
1010,CHRISTMAS CARD SCREEN PRINT,3,Own Brand,0.48,0.36,2010-10-19
1011,CHRISTMAS CARD STACK OF PRESENTS,3,Own Brand,0.48,0.36,2009-12-14
1012,SPACEBOY GIFT WRAP,8,Own Brand,0.48,0.36,2009-12-14
1013,TEA PARTY WRAPPING PAPER,8,Own Brand,0.48,0.36,2009-12-23
1014,EMPIRE GIFT WRAP,8,Own Brand,0.48,0.36,2009-12-05
1015,BIRTHDAY BANQUET GIFT WRAP,8,Own Brand,0.48,0.36,2010-02-01
1016,WRAP CHRISTMAS SCREEN PRINT,3,Own Brand,0.22,0.16,2009-12-04
1017,PINK PAISLEY ROSE GIFT WRAP,8,Own Brand,0.48,0.36,2010-02-01
1018,BLUE SCANDINAVIAN PAISLEY WRAP,5,Own Brand,0.48,0.4,2009-12-01
1019,VINTAGE CARAVAN GIFT WRAP,8,Own Brand,0.48,0.36,2009-12-04
1020,EMPIRE DESIGN ROSETTE,6,Own Brand,1.44,1.12,2011-02-08
1021,MINI CAKE STAND HANGING HEARTS,8,Own Brand,1.9,1.44,2010-01-27
1022,MINI CAKE STAND HANGING STRAWBERY,8,Own Brand,1.9,1.44,2009-12-03
1023,CERAMIC PLATE LOVE HEART DESIGN,7,Own Brand,1.71,1.4,2010-01-27
1024,CERAMIC PLATE STRAWBERRY DESIGN,7,Own Brand,1.71,1.4,2010-03-01
1025,CERAMIC LOVE HEARTS DESIGN MUG,7,Own Brand,1.71,1.4,2010-01-31
1026,CERAMIC STRAWBERRY DESIGN MUG,7,Own Brand,1.71,1.4,2009-12-03
1027,LARGE CAKE STAND HANGING HEARTS,8,Own Brand,11.44,8.69,2010-02-09
1028,LARGE CAKE STAND HANGING STRAWBERY,8,Own Brand,11.44,8.69,2009-12-08
1029,CERAMIC BOWL WITH LOVE HEART DESIGN,7,Own Brand,3.39,2.78,2010-01-31
1030,CERAMIC BOWL WITH STRAWBERRY DESIGN,7,Own Brand,3.39,2.78,2010-01-31
1031,PINK DOUGHNUT TRINKET POT,5,Own Brand,1.9,1.57,2009-12-01
1032,CHRISTMAS PUDDING TRINKET POT,3,Own Brand,1.56,1.16,2009-12-01
1033,LOVE HEART TRINKET POT,6,Own Brand,0.45,0.35,2010-03-25
1034,CHOC TRUFFLE GOLD TRINKET POT,5,Own Brand,1.9,1.57,2009-12-08
1035,BLACK PIRATE TREASURE CHEST,5,Own Brand,1.9,1.57,2010-06-24
1036,BROWN PIRATE TREASURE CHEST,5,Own Brand,1.9,1.57,2010-05-05
1037,SMALL RED RETROSPOT MUG IN BOX,7,Own Brand,4.31,3.53,2009-12-02
1038,SMALL WHITE RETROSPOT MUG IN BOX,7,Own Brand,4.31,3.53,2009-12-01
1039,RED RETROSPOT TEA CUP AND SAUCER,7,Own Brand,4.31,3.53,2009-12-01
1040,RED RETROSPOT STORAGE JAR,1,Own Brand,4.31,3.47,2009-12-01
1041,6 RIBBONS SHIMMERING PINKS,8,Own Brand,1.9,1.44,2010-02-03
1042,6 RIBBONS ELEGANT CHRISTMAS,3,Own Brand,1.9,1.42,2009-12-14
1043,6 RIBBONS EMPIRE,8,Own Brand,1.9,1.44,2009-12-14
1044,6 RIBBONS RUSTIC CHARM,8,Own Brand,1.9,1.44,2009-12-01
1045,RIBBON REEL LACE DESIGN,8,Own Brand,2.42,1.84,2009-12-02
1046,RIBBON REEL HEARTS DESIGN,8,Own Brand,1.9,1.44,2010-01-22
1047,RIBBON REEL POLKADOTS,8,Own Brand,1.9,1.44,2010-02-01
1048,RIBBON REEL FLORA + FAUNA,8,Own Brand,1.9,1.44,2010-04-22
1049,RIBBON REEL STRIPES DESIGN,8,Own Brand,1.9,1.44,2009-12-02
1050,PAPER CHAIN KIT RETRO SPOT,9,Own Brand,3.39,2.68,2009-12-01
1051,PAPER CHAIN KIT EMPIRE,9,Own Brand,3.39,2.68,2009-12-05
